Kod, Miasto
232443,Pęczelice
232510,Podgaje
232561,Radzanów
232621,Ruczynów
232638,Siesławice
232680,Skorzów
232710,Skotniki Duże
232779,Skotniki Małe
232839,Słabkowice
232851,Służów
232905,Szaniec
232970,Szczaworyż
233030,Wełecz
233075,Widuchowa
233170,Wolica
233193,Zbludowice
233218,Zbrodzice
233247,Zwierzyniec
233260,Żerniki Górne
233419,Charsznica
233460,Chodów
233483,Chodowiec
233490,Ciszowice
233514,Dąbrowiec
233520,Jelcza
233589,Marcinkowice
233595,Miechów-Charsznica
233632,Podlesice
233684,Pogwizdów
233690,Swojczany
233767,Szarkówka
233796,Tczyca
233885,Uniejów-Kolonia
233922,Uniejów-Parcela
233945,Uniejów-Rędziny
233974,Wierzbie
234011,Witowice
234057,Bolechowice
234086,Bolmin
234100,Gajówka
234117,Jedlnica
234123,Kresy
234130,Milechowy
234152,Papiernia
234175,Zagaje
234181,Zakościele
234198,Żabieniec
234206,Korzecko
234212,Lipowica
234229,Przymiarki
234235,Łukowa
234241,Kamionka
234258,Popławy
234264,Wygwizdów
234270,Miedzianka
234287,Mosty
234293,Ostrów
234301,Gaj
234318,Golęciny
234324,Wymysłów
234330,Podpolichno
234347,Charężów
234353,Zacisze
234360,Polichno
234382,Radkowice
234399,Górki
234407,Osicówka
234413,Siedlce
234420,Chałupki
234436,Skiby
234459,Piekło
234465,Starochęciny
234471,Podzamcze
234488,Wrzosy
234494,Szewce
234502,Zawada
234519,Tokarnia
234531,Jastrzębów
234548,Stara Wieś
234554,Wojkowiec
234560,Lelusin
234577,Wolica
234583,Księska Góra
234590,Murowaniec
234608,Zakoleje
234614,Borzykowa
234620,Borzykowska Wygoda
234637,Brody
234643,Celiny
234666,Celiny Nowe
234672,Poręba
234689,Wapiennik Celiński
234695,Chomentówek
234703,Chomentówek Gartatowski
234710,Borków
234726,Ciecierze
234732,Andrzejówka
234749,Grabowiec
234755,Grabowiec Mały
234761,Łapatówka
234778,Holendry
234784,Podlesie
234790,Jasień
234809,Jamki
234815,Kolonia
234821,Kotlice
234838,Lipy
234844,Lisów
234850,Góra
234867,Komorówki
234873,Ławki
234880,Pagóry
234896,Podkościele
234904,Podrzecze
234910,Podwale
234927,Prebenda
234933,Trzcianka
234940,Wygwizdów
234956,Lubania
234962,Błonie
234979,Chałupki
234985,Góry
235000,Różanka
235016,Zaborów
235022,Łagiewniki
235039,Źródła
235045,Ługi
235051,Jagodziny
235068,Maleszowa Danina
235074,Za Ługami
235080,Minostowice
235105,Górka
235111,Piotrkowice
235128,Osada
235134,Piotrkowice Poduchowne
235140,Podfara
235157,Przedmieście
235163,Tarnoskała
235170,Przededworze
235186,Dezyderów
235192,Na Stawku
235200,Nowa Wieś
235217,Stara Wieś
235223,Zakrzówka
235230,Sędziejowice
235246,Kąt
235252,Na Wzorach
235275,Śmigowiec
235281,Zacmentarze
235289,Zadworze
235306,Zakościele
235312,Suchowola
235329,Podwesele
235335,Prebenda
235341,Przededwór
235358,Suchowola-Wapiennik
235364,Suliszów
235370,Gozdawa
235387,Suskrajowice
235393,Kowalówka
235401,Za Sadkiem
235418,Szyszczyce
235424,Psiarnia
235430,Śladków Duży
235447,Browarzysko
235453,Doły
235460,Grzybowa
235476,Kolana
235482,Łąki
235499,Płomyków
235507,Zagrzybowie
235513,Zamurze
235520,Miławka
235536,Śladków Mały
235542,Borowiec
235559,Zrecze Chałupczańskie
235565,Zrecze Brzozowskie
235571,Zrecze Duże
235588,Kaczorów
235594,Zrecze Gnoińskie
235602,Zrecze Małe
235619,Bądziołów
235625,Kaczorówka
235648,Trzcianki
235654,Zrecze Dębińskie
235660,Będziaki
235677,Bieglów
235714,Charzowice
235737,Cieszkowy
235789,Ciuślice
235795,Czarnocin
235832,Dębiany
235861,Kolosy
235884,Koryto
235909,Krzyż
235915,Malżyce
235967,Mękarzowice
235980,Michałowice
236004,Mikołajów
236027,Miławczyce
236062,Opatkowiczki
236085,Soboszów
236116,Sokolina
236145,Stradów
236180,Stropieszyn
236211,Swoszowice
236234,Turnawiec
236257,Zagaje Stradowskie
236263,Zagajów
236317,Borków
236323,Słopiec Rządowy-Kolonia
236330,Brzechów
236346,Nowiny
236352,Cisów
236369,Cisów Rządowy
236375,Gajówka Grzebień
236381,Łonek
236398,Nastoły
236404,Zadworze
236412,Zakościele
236429,Daleszyce
236464,Danków
236470,Kosele
236487,Komórki
236493,Podwale
236501,Kranów
236518,Gajówka Jałonne
236524,Marzysz
236547,Kaczyn
236560,Marzysz Drugi
236576,Marzysz Pierwszy
236607,Znojów
236613,Mójcza
236620,Niestachów
236636,Gajówka Żarnowiec
236642,Leśniczówka Kryczka
236659,Podjabłonne
236665,Niwy
236671,Niwki Daleszyckie
236688,Sieraków
236694,Słopiec
236702,Słopiec Rządowy
236719,Słopiec Szlachecki
236725,Smyków
236731,Suków
236748,Babie
236754,Borki
236760,Krajewszczyzna
236777,Małe Działki
236783,Modrzewie
236790,Papiernia
236808,Pastwisko
236814,Podmarzysz
236820,Szczecno
236843,Łuczewnica
236872,Trzemosna
236889,Widełki
236895,Brzezinki
236903,Łazy
236910,Łukawa
236926,Zarobiny
236932,Biedrzykowice
236978,Bronocice
237015,Bronów
237044,Chmielów
237073,Dębiany
237096,Dębowiec
237104,Dziekanowice
237133,Dzierążnia
237191,Dziewięczyce
237200,Gaik
237251,Iżykowice
237274,Jakubowice
237311,Januszowice
237334,Jastrzębniki
237363,Ksawerów
237386,Kujawki
237417,Kwaszyn
237452,Lipówka
237481,Marianów
237498,Niewiatrowice
237512,Opatkowice
237541,Pierocice
237570,Podrózie
237601,Sancygniów
237653,Stępocice
237676,Sudół
237713,Sypów
237742,Szczotkowice
237765,Szyszczyce
237771,Świerczyna
237802,Teodorów
237848,Wola Knyszyńska
237877,Wolica
237920,Wymysłów
237950,Zagaje Dębiańskie
237972,Zagórze
237989,Balice
238032,Bugaj
238049,Falki
238078,Glinka
238084,Gnojno
238121,Kaleby
238138,Krzywda
238144,Gorzakiew
238210,Grabki Małe
238233,Janowice Poduszowskie
238279,Janowice Raczyckie
238291,Januszowice
238300,Jarząbki
238374,Wiktorów
238380,Kostera
238397,Maciejowice
238434,Płośnia
238440,Poręba
238463,Pożogi
238486,Raczyce
238530,Ruda
238546,Rzeszutki
238575,Skadla
238598,Wola Bokrzycka
238635,Wola Zofiowska
238664,Wólka Bosowska
238670,Zagrody
238701,Zawada
238730,Zofiówka
238753,Bęczków
238760,Górka
238776,Komorniki Drugie
238782,Komorniki Pierwsze
238807,Niwy
238813,Smuga
238820,Stara Wieś
238836,Zaskale
238842,Cedzyna
238859,Cedzyna-Góra
238865,Piachy
238871,Górno
238888,Bór
238894,Rudki
238902,Rzechty
238919,Górno-Zawada
238925,Górno-Parcele
238931,Królówka
238948,Po Szosie
238954,Krajno Drugie
238960,Budki
238977,Krajno Południowe
238983,Łęki
238990,Racerzeka
239008,Krajno-Parcele
239014,Kopaczki
239020,Łazy
239037,Miłków
239050,Stróżna
239066,Zadroże
239072,Krajno Pierwsze
239089,Dynatywa
239103,Podwiatracze
239110,Pogorzele
239132,Wymyślona
239149,Krajno-Zagórze
239155,Zagórze Drugie
239161,Zagórze Pierwsze
239178,Leszczyny
239184,Kopcówka
239190,Skała
239209,Podmąchocice
239215,Podskale
239221,Radlin
239238,Kolonia
239244,Kulbanichy
239250,Ogrodzenie
239267,Zaborcze
239273,Skorzeszyce
239280,Dęby
239304,Pipała
239310,Podkamienie
239333,Zapłocie
239340,Wola Jachowa
239379,Środek
239385,Zazbrze
239391,Bełk
239416,Kwasków
239422,Szczery Bór
239439,Borszowice
239451,Dalechowy
239468,Dzierszyn
239474,Grupa
239480,Kamieniec
239497,Grudzyny
239511,Helenówka
239528,Kolonia Mierzwińska
239534,Rogalów
239540,Imielnica
239563,Choiny
239570,Gawronówka
239586,Imielno
239617,Jakubów
239646,Bugaj
239652,Kolonie
239669,Karczunek
239675,Kawęczyn
239681,Mierzwin
239698,Motkowice
239741,Antoniów
239758,Opatkowice Cysterskie
239770,Opatkowice Drewniane
239787,Zapusty
239793,Opatkowice Murowane
239801,Opatkowice Pojałowskie
239818,Rajchotka
239824,Sobowice
239853,Stawy
239860,Zamłynie
239876,Wygoda
239907,Olszynka
239913,Zegartowice
239936,Borki
239942,Borów
239965,Borowiec
239971,Brunonów
239988,Potok Złoty
239994,Zabłocie
240000,Brus
240023,Brynica Sucha
240030,Dębówka
240040,Parcele
240046,Kresy
240052,Chorzewa
240112,Chwaścice
240141,Folwark
240158,Cierno-Zaszosie
240164,Cierno-Kamieniec
240170,Diament
240187,Gozna
240224,Czarnocice
240230,Ignacówka
240253,Ignacówka-Kolonia
240260,Jasionna
240299,Książe-Skroniów
240307,Skroniów Fabryczny
240313,Kulczyzna
240320,Cegła
240336,Kopaniny
240342,Lasków
240359,Dziadówki
240365,Tarszawa
240371,Lścin
240388,Niebyła
240394,Ludwinów
240402,Łączyn
240419,Dziadówki
240425,Łysaków Drugi
240431,Warszawka
240448,Łysaków Kawęczyński
240454,Łysaków pod Lasem
240460,Pólko
240477,Mnichów
240490,Podlesie
240508,Stara Wieś
240514,Piaski
240520,Podchojny
240543,Polesie
240550,Podlaszcze
240589,Potok Mały
240610,Folga Druga
240626,Koszarka
240632,Nowik
240649,Podedwór
240655,Potok Wielki
240690,Dziadówki
240709,Las
240715,Maciejówka
240721,Potok
240738,Zabrzezinie
240744,Zwierciadłki
240750,Prząsław
240780,Prząsław Mały
240796,Przysów
240827,Raków
240856,Rakówek
240862,Skroniów
240879,Mały Skroniów
240885,Sudół
240900,Brzeźnica
240916,Węgleniec
240922,Wilanów
240939,Ośrodek
240951,Wolica
240980,Wólka
241005,Brzeźnica
241011,Wygoda
241028,Zagaje
241040,Kaletówka
241057,Za Górą
241063,Boronice
241117,Broniszów
241130,Chruszczyna Mała
241175,Chruszczyna Wielka
241206,Cło
241212,Cudzynowice
241287,Dalechowice
241353,Donatkowice
241413,Donosy
241459,Gabułtów
241519,Głuchów
241554,Gorzków
241583,Góry Sieradzkie
241608,Gunów-Kolonia
241620,Gunów-Wilków
241695,Hołdowiec
241732,Jakuszowice
241749,Kamieńczyce
241778,Kamyszów
241790,Kazimierza Mała
241815,Krzyszkowice
241850,Lekszyce
241867,Łękawa
241896,Łyczaków
241904,Marcinkowice
241927,Nagórzanki
241962,Odonów
242000,Paśmiechy
242045,Plechów
242080,Plechówka
242105,Podolany
242128,Sieradzice
242186,Skorczów
242223,Słonowice
242269,Stradlice
242312,Wielgus
242335,Wojciechów
242358,Wojsławice
242401,Wymysłów
242430,Zagórzyce
242482,Zięblice
242520,Zysławice
242565,Borczyn
242588,Czechów
242625,Gartatowice
242648,Gołuchów
242683,Górki
242708,Hajdaszek
242720,Janów
242743,Janów-Grobla
242750,Kije
242789,Kliszów
242826,Kokot
242849,Lipnik
242878,Rębów
242915,Samostrzałów
242996,Stawiany
243062,Umianowice
243139,Wierzbica
243174,Włoszczowice
243263,Siedliska
243270,Wólka
243286,Wola Żydowska
243317,Wymysłów
243330,Żydówek
243369,Baczyna
243398,Barycz
243429,Bedlenko
243458,Bedlno
243530,Brody
243553,Nowe Brody
243560,Czerwony Most
243576,Drutarnia
243582,Chełb
243599,Stoki
243607,Dyszów
243613,Gatniki
243636,Głupiów
243642,Górny Młyn
243659,Małachówka
243665,Grabków
243671,Gracuch
243694,Gracuch
243702,Gracuch
243719,Izabelów
243725,Jeżów
243731,Koczwara
243748,Kopaniny
243754,Kornica
243760,Małachów
243783,Małachów-Dęba
243790,Młynek Nieświński
243814,Czysta
243820,Modliszewice
243837,Nałęczów
243843,Niebo
243850,Izabelów-Gajówka
243866,Nieświń
243872,Fidor
243889,Nowy Dziebałtów
243903,Nowy Kazanów
243961,Nowy Sokołów
243978,Paruchy
243984,Piekło
243990,Piła
244015,Szabelnia
244038,Pomorzany
244044,Gabrielnia
244050,Pomyków
244067,Poraj
244073,Proćwin
244096,Przybyszowy
244127,Rogów
244133,Sielpia Wielka
244162,Sielpia Mała
244179,Sierosławice
244222,Nowe Sierosławice
244239,Stadnicka Wola
244245,Stara Kuźnica
244251,Stary Dziebałtów
244280,Stary Kazanów
244297,Stary Sokołów
244305,Sworzyce
244334,Trzemoszna
244340,Małachów
244357,Radomek
244363,Wąsosz
244430,Kamienny Krzyż
244446,Wincentów
244452,Biskupice
244481,Dolany
244512,Filipowice
244541,Jaksice
244630,Koszyce
244647,Książnice Małe
244660,Książnice Wielkie
244720,Łapszów
244759,Malkowice
244771,Modrzany
244788,Morsko
244819,Piotrowice
244848,Przemyków
244883,Rachwałowice
244920,Siedliska
244966,Sokołowice
245003,Witów
245049,Włostowice
245078,Zagaje Książnickie
245109,Bogdanów
245121,Bryzdzyn
245150,Kamionka
245173,Karczowice
245233,Kępie
245291,Kozłów
245316,Marcinowice
245374,Przybysławice
245463,Przysieka
245523,Rogów
245530,Wierzbica
245552,Wolica
245575,Borowiec
245581,Pod Laskiem
245598,Rogalów
245606,Brygidów
245612,Chotów
245641,Cieśle
245670,Bukowa Góra
245687,Czostków
245701,Dąbrówka
245718,Gruszczyn
245724,Jabłoń
245730,Niwiska Gruszczyńskie
245747,Jakubów
245753,Karolinów
245760,Lipia Góra
245776,Kozia Wieś
245813,Krasocin
245820,Niwiska Krasocińskie
245836,Lipie
245865,Ogrójce
245871,Ludynia
245925,Mieczyn
245960,Nowa Huta
245977,Huta Stara
245983,Nowy Dwór
246008,Wielkopole
246014,Oleszno
246020,Dąbrówki
246037,Ostrów
246043,Folwark
246050,Piaski
246066,Pod Lasem
246072,Wyszyce
246089,Skorków
246126,Bukowa
246132,Stojewsko
246149,Podlesko
246155,Sułków
246161,Belina
246178,Świdno
246184,Ostra Górka
246190,Porąbki
246209,Wojciechów
246221,Wola Świdzińska
246238,Występy
246244,Seperacja
246250,Zabrody
246280,Rudnik
246296,Żeleźnica
246304,Antolka
246333,Boczkowice
246356,Cisia Wola
246379,Cisie
246391,Częstoszowice
246416,Giebułtów
246451,Głogowiany
246480,Kolonie
246497,Konaszówka
246534,Krzeszówka
246540,Wały
246563,Książ Mały
246570,Książ Mały-Kolonia
246617,Książ Wielki
246623,Łazy
246675,Józefów
246681,Małoszów
246712,Mianocice
246729,Moczydło
246770,Rzędowice
246824,Tochołów
246853,Trzonów
246860,Trzonówek
246882,Trzonówek-Kamionki
246899,Trzonówek-Podsośnina
246907,Wielka Wieś
246913,Zygmuntów
246920,Zaryszyn
246942,Bugaj
246959,Biechów
246988,Stara Wieś
246994,Boksycka
247019,Bukowie
247054,Chocimów
247077,Doły Biskupie
247120,Janik
247166,Janik-Kolonia
247172,Kolonia Inwalidzka
247203,Podlubienik
247210,Posada
247226,Kurzacze
247261,Małe Jodło
247290,Miłkowska Karczma
247309,Nietulisko Duże
247344,Nietulisko Małe
247367,Kolonia Piaski
247373,Prawęcin
247433,Rudka
247479,Udziców
247500,Wymysłów
247539,Czyżów
247545,Bukowa
247551,Bukowiec
247568,Kosory
247575,Przygłówek
247580,Stara Wieś
247597,Wołyń
247605,Wyczyna
247611,Duraczów
247628,Gęsice
247634,Dąbrówki
247640,Lechówek
247657,Łazki
247670,Łagów
247686,Małacentów
247692,Gajówka Małacentów
247700,Leśniczówka Paprocice
247717,Pola Płuckie
247723,Melonek
247730,Gajówka Melonek
247746,Ruda
247752,Nowa Zbelutka
247769,Kozłów
247775,Niwka
247781,Zbelutka-Garbacz
247798,Nowy Staw
247806,Cegielnia
247812,Kolonie
247841,Piotrów
247858,Piotrów-Gułaczów
247864,Piotrów-Podłazy
247870,Piotrów-Porębiska
247887,Piotrów-Zagościniec
247893,Piotrów-Kolonie
247901,Płucki
247918,Płucki-Łąki
247924,Sadków
247930,Sędek
247947,Górna Droga
247953,Gwiździowa
247960,Łągiew
247976,Orłowiny
247982,Schaby
247999,Stara Wieś Druga
248007,Stara Wieś Pierwsza
248013,Bielowa
248020,Stara Zbelutka
248036,Góry
248042,Majorat
248059,Poddanie
248065,Poduchowne
248071,Kędziorka
248088,Chojny
248094,Zbelutka-Stara Wieś
248102,Winna
248119,Winna-Kolonia
248125,Wiśniowa
248131,Wola Łagowska
248148,Baraniec
248154,Kącik
248160,Kąty
248177,Kozie Górki
248183,Nowa Wieś
248190,Olszowiec
248214,Zamkowa Wola
248220,Karczma
248237,Kąt
248243,Zasuwa
248250,Złota Woda
248266,Łazy
248272,Zaręby
248289,Antonielów
248295,Czałczyn
248303,Czartoszowy
248332,Dobrzeszów
248349,Działy
248355,Przyborowie
248361,Podgóra
248378,Eustachów
248384,Dąbrowa
248390,Eustachów Duży
248409,Eustachów Mały
248415,Ewelinów
248421,Fryszerka
248438,Knieja
248444,Nowa Skałka
248450,Skałka Polska
248467,Fanisławice
248473,Hucisko
248480,Przymiarki
248496,Fanisławiczki
248504,Gnieździska
248510,Michala Góra
248527,Grabownica
248533,Rosochy
248540,Huta Jabłonowa
248556,Jasień
248562,Barycz
248579,Jedle
248585,Karolinów
248591,Józefina
248600,Krężołek
248616,Lasocin
248622,Łopuszno
248639,Marianów
248645,Michala Góra
248651,Nowek
248668,Czarny Las
248674,Kresy
248680,Kubiniec
248697,Łazy
248705,Olszówka
248711,Borki
248728,Orczów
248734,Piaski Lasockie
248740,Piotrowiec
248770,Czubacz
248786,Podewsie
248792,Przegrody
248800,Ruda Zajączkowska
248817,Rudniki
248823,Naramów
248830,Sarbice Pierwsze
248852,Od Baranki
248869,Od Lasu
248875,Sarbice Drugie
248881,Górka
248898,Od Gaci
248906,Od Przegród
248912,Snochowice
248929,Duża Kolonia
248935,Komorniki
248941,Mała Kolonia
248958,Okrajek
248964,Sojawa
248970,Za Górą
248987,Zagórki
248993,Wielebnów
249001,Zasłońce
249018,Bocheniec
249030,Dołki
249047,Nowa Wieś
249053,Henryków
249060,Karsznice
249099,Jaców
249107,Kozłów
249142,Górajek
249159,Lasochów
249171,Leśnica
249202,Cieśle
249219,Dziadówki
249225,Parcela
249231,Lipnica
249290,Ludwinów
249337,Góry Lasochowskie
249343,Małogoszcz
249389,Mieronice
249426,Mniszek
249455,Dziadówki
249461,Rembieszyce
249490,Borki
249509,Wiśnicz
249515,Wola Tesserowa
249544,Wrzosówka
249550,Kopaniny
249567,Wygnanów
249580,Zakrucze
249627,Złotniki
249656,Hektary
249662,Pręty
249679,Żarczyce Duże
249716,Żarczyce Małe
249768,Barcza
249780,Brzezinki
249805,Przedmieście
249811,Smuga
249828,Ściegna
249834,Ciekoty
249840,Ciekoty-Górka
249857,Niwa
249863,Parcela
249870,Dąbrowa
249886,Kolonia
249892,Koszarka
249900,Zabieligórze
249917,Domaszowice
249923,Domaszewice Rządowe
249930,Stara Wieś
249946,Za Kolejką
249952,Masłów Drugi
249969,Dolina Marczakowa
249975,Duża Wiśniówka
249981,Łąki
249998,Nademłynie
250004,Oboźnia Droga
250010,Podwiśniówka
250027,Masłów Pierwszy
250033,Ogrody
250056,Podklonówka
250062,Rzeka
250085,Świerczyny
250091,Zakościele
250100,Mąchocice Kapitulne
250116,Golica
250122,Mąchocice Dolne
250139,Mąchocice Górne
250145,Nowiny
250151,Zakaniów
250168,Ameliówka
250174,Baków
250180,Radostowa
250197,Mąchocice-Scholasteria
250234,Wiśniówka
250240,Wola Kopcowa
250257,Kopcówki
250270,Góry
250346,Jelcza Mała
250352,Jelcza Wielka
250369,Karolów
250398,Kołków
250458,Michałów
250576,Pawłowice
250599,Polichno
250642,Przecławka
250694,Sadkówka
250702,Sędowice
250754,Kresy
250760,Tomaszów
250783,Tur Dolny
250814,Tur Górny
250820,Tur-Piaski
250843,Węchadłów
250926,Wrocieryż
250955,Zagajów
250984,Zagajówek
251009,Zawale Niegosławskie
251021,Biskupice
251067,Brzuchania
251110,Bukowska Wola
251127,Celiny Przesławickie
251140,Dziewięcioły
251216,Falniów
251251,Falniów-Wysiołek
251268,Glinica
251274,Jaksice
251328,Kalina-Lisiniec
251370,Kalina Mała
251417,Kalina-Rędziny
251423,Kamieńczyce
251430,Komorów
251469,Nasiechowice
251541,Parkoszowice
251564,Podleśna Wola
251587,Podmiejska Wola
251593,Pojałowice
251653,Poradów
251682,Przesławice
251720,Pstroszyce Drugie
251759,Pstroszyce Pierwsze
251788,Siedliska
251802,Sławice Szlacheckie
251819,Sławice Duchowne
251825,Strzeżów Drugi
251860,Strzeżów Pierwszy
251877,Szczepanowice
251914,Widnica
251943,Wielki Dół
251950,Wymysłów
251995,Zagorzyce
252003,Zapustka
252010,Zarogów
252078,Bobrza
252084,Baraki
252090,Berlinka
252109,Przyjmo
252115,Ciosowa
252121,Ławeczno
252138,Szlifiernia
252144,Ćmińsk Kościelny
252150,Podglinie
252167,Podgród
252173,Podkościele
252180,Wykień
252196,Wyrowce
252204,Ćmińsk Rządowy
252227,Kobylaki
252233,Światełek
252240,Wyręba
252256,Kostomłoty Drugie
252262,Bruśnia
252279,Górki Kostomłockie
252285,Laskowa
252291,Podprzygonie
252300,Wieprzki
252316,Kostomłoty Pierwsze
252322,Grzeszyn
252339,Kopanina
252345,Kostomłoty-Zamłynie
252351,Maciejówka
252368,Pod Olszynami
252374,Stara Wieś
252380,Sufraganiec
252397,Wilcza Jama
252405,Miedziana Góra
252411,Biedaków
252434,Kamień
252440,Kulasy
252457,Łazy
252463,Place
252470,Po Gościńcu
252482,Herby
252486,Tumlińska
252500,Porzecze
252517,Korzeniec
252523,Tumlin
252530,Tumlin-Podgród
252546,Tumlin-Wykień
252552,Gadka
252598,Grzybowa Góra
252629,Podjagodne
252635,Podlesie
252641,Jagodne
252687,Krzewa
252693,Lipowe Pole Plebańskie
252701,Lipowe Pole Skarbowe
252718,Małyszyn Górny
252724,Leśniczówka Małyszyn
252730,Małyszyn Dolny
252747,Mirzec
252753,Mirzec-Czerwona
252760,Mirzec-Korzonek
252776,Mirzec-Majorat
252782,Mirzec-Malcówki
252799,Mirzec-Poduchowne
252807,Mirzec-Ogrody
252813,Mirzec-Podborki
252820,Mirzec-Poddąbrowa
252836,Mirzec-Podkowalów
252842,Mirzec Stary
252859,Gajówka Mirzec
252865,Leśniczówka Bugaj
252871,Leśniczówka Gadka
252888,Leśniczówka Mirzec
252894,Leśniczówka Tychów
252902,Tychów Nowy
252919,Osiny
252925,Osiny-Majorat
252931,Osiny-Mokra Niwa
252948,Ostrożanka
252954,Skarżysko Kościelne
252983,Tychów Stary
252990,Podlesie
253008,Świerczek
253014,Trębowiec Duży
253020,Trębowiec-Krupów
253037,Trębowiec Mały
253043,Baran
253050,Baran-Gajówka
253066,Borki
253072,Przecinka
253089,Jeziorki
253095,Zaolzie
253103,Chyby
253110,Kontrewers
253126,Cierchy
253132,Błądzików
253149,Pustka Cierchowska
253155,Grzymałków
253161,Figura
253178,Góry
253184,Zazdrość
